group	accession	genotype	sequence_length	protein	start	end	strand	source
GII	MK764015	GII.4	7523	p48	4	1329	+	orf1_relative
GII	MK764015	GII.4	7523	NTPase	1330	2094	+	orf1_relative
GII	MK764015	GII.4	7523	p22	2095	2502	+	orf1_relative
GII	MK764015	GII.4	7523	VPg	2503	2910	+	orf1_relative
GII	MK764015	GII.4	7523	3CLpro	2911	3471	+	orf1_relative
GII	MK764015	GII.4	7523	RdRp	4322	5078	+	inferred_from_region_blast
GII	MK764016	GII.4	7555	VP1	5085	6707	+	genbank
GII	MK764016	GII.4	7555	VP2	6707	7513	+	genbank
GII	MK764016	GII.4	7555	ORF1	5	5104	+	genbank
GII	MK764016	GII.4	7555	p48	5	1330	+	orf1_relative
GII	MK764016	GII.4	7555	NTPase	1331	2095	+	orf1_relative
GII	MK764016	GII.4	7555	p22	2096	2503	+	orf1_relative
GII	MK764016	GII.4	7555	VPg	2504	2911	+	orf1_relative
GII	MK764016	GII.4	7555	3CLpro	2912	3472	+	orf1_relative
GII	MK764016	GII.4	7555	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK764021	GII.4	7536	VP1	5085	6707	+	genbank
GII	MK764021	GII.4	7536	VP2	6707	7513	+	genbank
GII	MK764021	GII.4	7536	ORF1	5	5104	+	genbank
GII	MK764021	GII.4	7536	p48	5	1330	+	orf1_relative
GII	MK764021	GII.4	7536	NTPase	1331	2095	+	orf1_relative
GII	MK764021	GII.4	7536	p22	2096	2503	+	orf1_relative
GII	MK764021	GII.4	7536	VPg	2504	2911	+	orf1_relative
GII	MK764021	GII.4	7536	3CLpro	2912	3472	+	orf1_relative
GII	MK764021	GII.4	7536	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK773584	GII.4	7559	VP1	5085	6707	+	genbank
GII	MK773584	GII.4	7559	VP2	6707	7513	+	genbank
GII	MK773584	GII.4	7559	ORF1	5	5104	+	genbank
GII	MK773584	GII.4	7559	p48	5	1330	+	orf1_relative
GII	MK773584	GII.4	7559	NTPase	1331	2095	+	orf1_relative
GII	MK773584	GII.4	7559	p22	2096	2503	+	orf1_relative
GII	MK773584	GII.4	7559	VPg	2504	2911	+	orf1_relative
GII	MK773584	GII.4	7559	3CLpro	2912	3472	+	orf1_relative
GII	MK773584	GII.4	7559	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK773585	GII.4	7552	VP1	5082	6704	+	genbank
GII	MK773585	GII.4	7552	VP2	6704	7510	+	genbank
GII	MK773585	GII.4	7552	ORF1	2	5101	+	genbank
GII	MK773585	GII.4	7552	p48	2	1327	+	orf1_relative
GII	MK773585	GII.4	7552	NTPase	1328	2092	+	orf1_relative
GII	MK773585	GII.4	7552	p22	2093	2500	+	orf1_relative
GII	MK773585	GII.4	7552	VPg	2501	2908	+	orf1_relative
GII	MK773585	GII.4	7552	3CLpro	2909	3469	+	orf1_relative
GII	MK773585	GII.4	7552	RdRp	4320	5076	+	inferred_from_region_blast
GII	MK773586	GII.4	7506	VP1	5083	6705	+	genbank
GII	MK773586	GII.4	7506	VP2	6705	7506	+	genbank
GII	MK773586	GII.4	7506	ORF1	3	5102	+	genbank
GII	MK773586	GII.4	7506	p48	3	1328	+	orf1_relative
GII	MK773586	GII.4	7506	NTPase	1329	2093	+	orf1_relative
GII	MK773586	GII.4	7506	p22	2094	2501	+	orf1_relative
GII	MK773586	GII.4	7506	VPg	2502	2909	+	orf1_relative
GII	MK773586	GII.4	7506	3CLpro	2910	3470	+	orf1_relative
GII	MK773586	GII.4	7506	RdRp	4321	5077	+	inferred_from_region_blast
GII	MK775032	GII.4	7559	VP1	5084	6706	+	genbank
GII	MK775032	GII.4	7559	VP2	6706	7512	+	genbank
GII	MK775032	GII.4	7559	ORF1	4	5103	+	genbank
GII	MK775032	GII.4	7559	p48	4	1329	+	orf1_relative
GII	MK775032	GII.4	7559	NTPase	1330	2094	+	orf1_relative
GII	MK775032	GII.4	7559	p22	2095	2502	+	orf1_relative
GII	MK775032	GII.4	7559	VPg	2503	2910	+	orf1_relative
GII	MK775032	GII.4	7559	3CLpro	2911	3471	+	orf1_relative
GII	MK775032	GII.4	7559	RdRp	4322	5078	+	inferred_from_region_blast
GII	MK789434	GII.4	7540	VP1	5074	6696	+	genbank
GII	MK789434	GII.4	7540	VP2	6696	7502	+	genbank
GII	MK789434	GII.4	7540	ORF1	1	5093	+	genbank
GII	MK789434	GII.4	7540	p48	1	1324	+	orf1_relative
GII	MK789434	GII.4	7540	NTPase	1325	2088	+	orf1_relative
GII	MK789434	GII.4	7540	p22	2089	2496	+	orf1_relative
GII	MK789434	GII.4	7540	VPg	2497	2903	+	orf1_relative
GII	MK789434	GII.4	7540	3CLpro	2904	3463	+	orf1_relative
GII	MK789434	GII.4	7540	RdRp	4312	5068	+	inferred_from_region_blast
GII	MK789436	GII.4	7536	VP1	5071	6693	+	genbank
GII	MK789436	GII.4	7536	VP2	6693	7499	+	genbank
GII	MK789436	GII.4	7536	ORF1	1	5090	+	genbank
GII	MK789436	GII.4	7536	p48	1	1323	+	orf1_relative
GII	MK789436	GII.4	7536	NTPase	1324	2087	+	orf1_relative
GII	MK789436	GII.4	7536	p22	2088	2494	+	orf1_relative
GII	MK789436	GII.4	7536	VPg	2495	2901	+	orf1_relative
GII	MK789436	GII.4	7536	3CLpro	2902	3461	+	orf1_relative
GII	MK789436	GII.4	7536	RdRp	4309	5065	+	inferred_from_region_blast
GII	MK907799	GII.4	7390	VP1	4880	6502	+	genbank
GII	MK907799	GII.4	7390	VP2	6502	7308	+	genbank
GII	MK907799	GII.4	7390	ORF1	1	4899	+	genbank
GII	MK907799	GII.4	7390	p48	1	1274	+	orf1_relative
GII	MK907799	GII.4	7390	NTPase	1275	2009	+	orf1_relative
GII	MK907799	GII.4	7390	p22	2010	2401	+	orf1_relative
GII	MK907799	GII.4	7390	VPg	2402	2792	+	orf1_relative
GII	MK907799	GII.4	7390	3CLpro	2793	3331	+	orf1_relative
GII	MK907799	GII.4	7390	RdRp	4118	4874	+	inferred_from_region_blast
GII	MK928496	GII.4	7513	VP1	5085	6707	+	genbank
GII	MK928496	GII.4	7513	VP2	6707	7513	+	genbank
GII	MK928496	GII.4	7513	ORF1	5	5104	+	genbank
GII	MK928496	GII.4	7513	p48	5	1330	+	orf1_relative
GII	MK928496	GII.4	7513	NTPase	1331	2095	+	orf1_relative
GII	MK928496	GII.4	7513	p22	2096	2503	+	orf1_relative
GII	MK928496	GII.4	7513	VPg	2504	2911	+	orf1_relative
GII	MK928496	GII.4	7513	3CLpro	2912	3472	+	orf1_relative
GII	MK928496	GII.4	7513	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK928497	GII.4	7513	VP1	5085	6707	+	genbank
GII	MK928497	GII.4	7513	VP2	6707	7513	+	genbank
GII	MK928497	GII.4	7513	ORF1	5	5104	+	genbank
GII	MK928497	GII.4	7513	p48	5	1330	+	orf1_relative
GII	MK928497	GII.4	7513	NTPase	1331	2095	+	orf1_relative
GII	MK928497	GII.4	7513	p22	2096	2503	+	orf1_relative
GII	MK928497	GII.4	7513	VPg	2504	2911	+	orf1_relative
GII	MK928497	GII.4	7513	3CLpro	2912	3472	+	orf1_relative
GII	MK928497	GII.4	7513	RdRp	4323	5079	+	inferred_from_region_blast
GII	MN248513	GII.4	7509	VP1	5081	6703	+	genbank
GII	MN248513	GII.4	7509	VP2	6703	7509	+	genbank
GII	MN248513	GII.4	7509	ORF1	1	5100	+	genbank
GII	MN248513	GII.4	7509	p48	1	1326	+	orf1_relative
GII	MN248513	GII.4	7509	NTPase	1327	2091	+	orf1_relative
GII	MN248513	GII.4	7509	p22	2092	2499	+	orf1_relative
GII	MN248513	GII.4	7509	VPg	2500	2907	+	orf1_relative
GII	MN248513	GII.4	7509	3CLpro	2908	3468	+	orf1_relative
GII	MN248513	GII.4	7509	RdRp	4319	5075	+	inferred_from_region_blast
GII	MN248518	GII.4	7509	VP1	5081	6703	+	genbank
GII	MN248518	GII.4	7509	VP2	6703	7509	+	genbank
GII	MN248518	GII.4	7509	ORF1	1	5100	+	genbank
GII	MN248518	GII.4	7509	p48	1	1326	+	orf1_relative
GII	MN248518	GII.4	7509	NTPase	1327	2091	+	orf1_relative
GII	MN248518	GII.4	7509	p22	2092	2499	+	orf1_relative
GII	MN248518	GII.4	7509	VPg	2500	2907	+	orf1_relative
GII	MN248518	GII.4	7509	3CLpro	2908	3468	+	orf1_relative
GII	MN248518	GII.4	7509	RdRp	4319	5075	+	inferred_from_region_blast
GII	MN308001	GII.4	7512	VP1	5084	6706	+	genbank
GII	MN308001	GII.4	7512	VP2	6706	7512	+	genbank
GII	MN308001	GII.4	7512	ORF1	1	5103	+	genbank
GII	MN308001	GII.4	7512	p48	1	1327	+	orf1_relative
GII	MN308001	GII.4	7512	NTPase	1328	2092	+	orf1_relative
GII	MN308001	GII.4	7512	p22	2093	2500	+	orf1_relative
GII	MN308001	GII.4	7512	VPg	2501	2909	+	orf1_relative
GII	MN308001	GII.4	7512	3CLpro	2910	3470	+	orf1_relative
GII	MN308001	GII.4	7512	RdRp	4322	5078	+	inferred_from_region_blast
GII	MN308012	GII.4	7512	VP1	5084	6706	+	genbank
GII	MN308012	GII.4	7512	VP2	6706	7512	+	genbank
GII	MN308012	GII.4	7512	ORF1	1	5103	+	genbank
GII	MN308012	GII.4	7512	p48	1	1327	+	orf1_relative
GII	MN308012	GII.4	7512	NTPase	1328	2092	+	orf1_relative
GII	MN308012	GII.4	7512	p22	2093	2500	+	orf1_relative
GII	MN308012	GII.4	7512	VPg	2501	2909	+	orf1_relative
GII	MN308012	GII.4	7512	3CLpro	2910	3470	+	orf1_relative
GII	MN308012	GII.4	7512	RdRp	4322	5078	+	inferred_from_region_blast
GII	MN400355	GII.4	7556	VP1	5085	6707	+	genbank
GII	MN400355	GII.4	7556	VP2	6707	7510	+	genbank
GII	MN400355	GII.4	7556	ORF1	5	5104	+	genbank
GII	MN400355	GII.4	7556	p48	5	1330	+	orf1_relative
GII	MN400355	GII.4	7556	NTPase	1331	2095	+	orf1_relative
GII	MN400355	GII.4	7556	p22	2096	2503	+	orf1_relative
GII	MN400355	GII.4	7556	VPg	2504	2911	+	orf1_relative
GII	MN400355	GII.4	7556	3CLpro	2912	3472	+	orf1_relative
GII	MN400355	GII.4	7556	RdRp	4323	5079	+	inferred_from_region_blast
GII	MN588300	GII.4	7545	VP1	5085	6707	+	genbank
GII	MN588300	GII.4	7545	VP2	6707	7513	+	genbank
GII	MN588300	GII.4	7545	ORF1	5	5104	+	genbank
GII	MN588300	GII.4	7545	p48	5	1330	+	orf1_relative
GII	MN588300	GII.4	7545	NTPase	1331	2095	+	orf1_relative
GII	MN588300	GII.4	7545	p22	2096	2503	+	orf1_relative
GII	MN588300	GII.4	7545	VPg	2504	2911	+	orf1_relative
GII	MN588300	GII.4	7545	3CLpro	2912	3472	+	orf1_relative
GII	MN588300	GII.4	7545	RdRp	4323	5079	+	inferred_from_region_blast
GII	MN588301	GII.4	7545	VP1	5085	6707	+	genbank
GII	MN588301	GII.4	7545	VP2	6707	7513	+	genbank
GII	MN588301	GII.4	7545	ORF1	5	5104	+	genbank
GII	MN588301	GII.4	7545	p48	5	1330	+	orf1_relative
GII	MN588301	GII.4	7545	NTPase	1331	2095	+	orf1_relative
GII	MN588301	GII.4	7545	p22	2096	2503	+	orf1_relative
GII	MN588301	GII.4	7545	VPg	2504	2911	+	orf1_relative
GII	MN588301	GII.4	7545	3CLpro	2912	3472	+	orf1_relative
GII	MN588301	GII.4	7545	RdRp	4323	5079	+	inferred_from_region_blast
GII	MN588303	GII.4	7545	VP1	5085	6707	+	genbank
GII	MN588303	GII.4	7545	VP2	6707	7513	+	genbank
GII	MN588303	GII.4	7545	ORF1	5	5104	+	genbank
GII	MN588303	GII.4	7545	p48	5	1330	+	orf1_relative
GII	MN588303	GII.4	7545	NTPase	1331	2095	+	orf1_relative
GII	MN588303	GII.4	7545	p22	2096	2503	+	orf1_relative
GII	MN588303	GII.4	7545	VPg	2504	2911	+	orf1_relative
GII	MN588303	GII.4	7545	3CLpro	2912	3472	+	orf1_relative
GII	MN588303	GII.4	7545	RdRp	4323	5079	+	inferred_from_region_blast
GII	MN588304	GII.4	7545	VP1	5085	6707	+	genbank
GII	MN588304	GII.4	7545	VP2	6707	7513	+	genbank
GII	MN588304	GII.4	7545	ORF1	5	5104	+	genbank
GII	MN588304	GII.4	7545	p48	5	1330	+	orf1_relative
GII	MN588304	GII.4	7545	NTPase	1331	2095	+	orf1_relative
GII	MN588304	GII.4	7545	p22	2096	2503	+	orf1_relative
GII	MN588304	GII.4	7545	VPg	2504	2911	+	orf1_relative
GII	MN588304	GII.4	7545	3CLpro	2912	3472	+	orf1_relative
GII	MN588304	GII.4	7545	RdRp	4323	5079	+	inferred_from_region_blast
GII	MN588305	GII.4	7545	VP1	5085	6707	+	genbank
GII	MN588305	GII.4	7545	VP2	6707	7513	+	genbank
GII	MN588305	GII.4	7545	ORF1	5	5104	+	genbank
GII	MN588305	GII.4	7545	p48	5	1330	+	orf1_relative
GII	MN588305	GII.4	7545	NTPase	1331	2095	+	orf1_relative
GII	MN588305	GII.4	7545	p22	2096	2503	+	orf1_relative
GII	MN588305	GII.4	7545	VPg	2504	2911	+	orf1_relative
GII	MN588305	GII.4	7545	3CLpro	2912	3472	+	orf1_relative
GII	MN588305	GII.4	7545	RdRp	4323	5079	+	inferred_from_region_blast
GII	MN588306	GII.4	7545	VP1	5085	6707	+	genbank
GII	MN588306	GII.4	7545	VP2	6707	7513	+	genbank
GII	MN588306	GII.4	7545	ORF1	5	5104	+	genbank
GII	MN588306	GII.4	7545	p48	5	1330	+	orf1_relative
GII	MN588306	GII.4	7545	NTPase	1331	2095	+	orf1_relative
GII	MN588306	GII.4	7545	p22	2096	2503	+	orf1_relative
GII	MN588306	GII.4	7545	VPg	2504	2911	+	orf1_relative
GII	MN588306	GII.4	7545	3CLpro	2912	3472	+	orf1_relative
GII	MN588306	GII.4	7545	RdRp	4323	5079	+	inferred_from_region_blast
GII	MN588307	GII.4	7545	VP1	5085	6707	+	genbank
GII	MN588307	GII.4	7545	VP2	6707	7513	+	genbank
GII	MN588307	GII.4	7545	ORF1	5	5104	+	genbank
GII	MN588307	GII.4	7545	p48	5	1330	+	orf1_relative
GII	MN588307	GII.4	7545	NTPase	1331	2095	+	orf1_relative
GII	MN588307	GII.4	7545	p22	2096	2503	+	orf1_relative
GII	MN588307	GII.4	7545	VPg	2504	2911	+	orf1_relative
GII	MN588307	GII.4	7545	3CLpro	2912	3472	+	orf1_relative
GII	MN588307	GII.4	7545	RdRp	4323	5079	+	inferred_from_region_blast
GII	MN782359	GII.4	7517	VP1	5047	6669	+	genbank
GII	MN782359	GII.4	7517	VP2	6669	7475	+	genbank
GII	MN782359	GII.4	7517	ORF1	1	5066	+	genbank
GII	MN782359	GII.4	7517	p48	1	1317	+	orf1_relative
GII	MN782359	GII.4	7517	NTPase	1318	2077	+	orf1_relative
GII	MN782359	GII.4	7517	p22	2078	2482	+	orf1_relative
GII	MN782359	GII.4	7517	VPg	2483	2888	+	orf1_relative
GII	MN782359	GII.4	7517	3CLpro	2889	3445	+	orf1_relative
GII	MN782359	GII.4	7517	RdRp	4285	5041	+	inferred_from_region_blast
GII	MN897754	GII.4	7576	VP1	5085	6707	+	genbank
GII	MN897754	GII.4	7576	VP2	6707	7513	+	genbank
GII	MN897754	GII.4	7576	ORF1	5	5104	+	genbank
GII	MN897754	GII.4	7576	p48	5	1330	+	orf1_relative
GII	MN897754	GII.4	7576	NTPase	1331	2095	+	orf1_relative
GII	MN897754	GII.4	7576	p22	2096	2503	+	orf1_relative
GII	MN897754	GII.4	7576	VPg	2504	2911	+	orf1_relative
GII	MN897754	GII.4	7576	3CLpro	2912	3472	+	orf1_relative
GII	MN897754	GII.4	7576	RdRp	4323	5079	+	inferred_from_region_blast
GII	MN897755	GII.4	7580	VP1	5085	6707	+	genbank
GII	MN897755	GII.4	7580	VP2	6707	7513	+	genbank
GII	MN897755	GII.4	7580	ORF1	5	5104	+	genbank
GII	MN897755	GII.4	7580	p48	5	1330	+	orf1_relative
GII	MN897755	GII.4	7580	NTPase	1331	2095	+	orf1_relative
GII	MN897755	GII.4	7580	p22	2096	2503	+	orf1_relative
GII	MN897755	GII.4	7580	VPg	2504	2911	+	orf1_relative
GII	MN897755	GII.4	7580	3CLpro	2912	3472	+	orf1_relative
GII	MN897755	GII.4	7580	RdRp	4323	5079	+	inferred_from_region_blast
GII	MN897756	GII.4	7563	VP1	5085	6707	+	genbank
GII	MN897756	GII.4	7563	VP2	6707	7513	+	genbank
GII	MN897756	GII.4	7563	ORF1	5	5104	+	genbank
GII	MN897756	GII.4	7563	p48	5	1330	+	orf1_relative
GII	MN897756	GII.4	7563	NTPase	1331	2095	+	orf1_relative
GII	MN897756	GII.4	7563	p22	2096	2503	+	orf1_relative
GII	MN897756	GII.4	7563	VPg	2504	2911	+	orf1_relative
GII	MN897756	GII.4	7563	3CLpro	2912	3472	+	orf1_relative
GII	MN897756	GII.4	7563	RdRp	4323	5079	+	inferred_from_region_blast
GII	MN996297	GII.4	7432	VP1	4988	6610	+	genbank
GII	MN996297	GII.4	7432	VP2	6610	7416	+	genbank
GII	MN996297	GII.4	7432	ORF1	1	5007	+	genbank
GII	MN996297	GII.4	7432	p48	1	1302	+	orf1_relative
GII	MN996297	GII.4	7432	NTPase	1303	2053	+	orf1_relative
GII	MN996297	GII.4	7432	p22	2054	2453	+	orf1_relative
GII	MN996297	GII.4	7432	VPg	2454	2854	+	orf1_relative
GII	MN996297	GII.4	7432	3CLpro	2855	3405	+	orf1_relative
GII	MN996297	GII.4	7432	RdRp	4226	4982	+	inferred_from_region_blast
GII	MN996299	GII.4	7431	VP1	4988	6610	+	genbank
GII	MN996299	GII.4	7431	VP2	6610	7416	+	genbank
GII	MN996299	GII.4	7431	ORF1	1	5007	+	genbank
GII	MN996299	GII.4	7431	p48	1	1302	+	orf1_relative
GII	MN996299	GII.4	7431	NTPase	1303	2053	+	orf1_relative
GII	MN996299	GII.4	7431	p22	2054	2453	+	orf1_relative
GII	MN996299	GII.4	7431	VPg	2454	2854	+	orf1_relative
GII	MN996299	GII.4	7431	3CLpro	2855	3405	+	orf1_relative
GII	MN996299	GII.4	7431	RdRp	4226	4982	+	inferred_from_region_blast
GII	MT026582	GII.4	7557	VP1	5085	6707	+	genbank
GII	MT026582	GII.4	7557	VP2	6707	7510	+	genbank
GII	MT026582	GII.4	7557	ORF1	5	5104	+	genbank
GII	MT026582	GII.4	7557	p48	5	1330	+	orf1_relative
GII	MT026582	GII.4	7557	NTPase	1331	2095	+	orf1_relative
GII	MT026582	GII.4	7557	p22	2096	2503	+	orf1_relative
GII	MT026582	GII.4	7557	VPg	2504	2911	+	orf1_relative
GII	MT026582	GII.4	7557	3CLpro	2912	3472	+	orf1_relative
GII	MT026582	GII.4	7557	RdRp	4323	5079	+	inferred_from_region_blast
GII	MT028542	GII.4	7560	VP1	5085	6707	+	genbank
GII	MT028542	GII.4	7560	VP2	6707	7513	+	genbank
GII	MT028542	GII.4	7560	ORF1	5	5104	+	genbank
GII	MT028542	GII.4	7560	p48	5	1330	+	orf1_relative
GII	MT028542	GII.4	7560	NTPase	1331	2095	+	orf1_relative
GII	MT028542	GII.4	7560	p22	2096	2503	+	orf1_relative
GII	MT028542	GII.4	7560	VPg	2504	2911	+	orf1_relative
GII	MT028542	GII.4	7560	3CLpro	2912	3472	+	orf1_relative
GII	MT028542	GII.4	7560	RdRp	4323	5079	+	inferred_from_region_blast
GII	MT029316	GII.4	7604	VP1	5085	6707	+	genbank
GII	MT029316	GII.4	7604	VP2	6707	7513	+	genbank
GII	MT029316	GII.4	7604	ORF1	5	5104	+	genbank
GII	MT029316	GII.4	7604	p48	5	1330	+	orf1_relative
GII	MT029316	GII.4	7604	NTPase	1331	2095	+	orf1_relative
GII	MT029316	GII.4	7604	p22	2096	2503	+	orf1_relative
GII	MT029316	GII.4	7604	VPg	2504	2911	+	orf1_relative
GII	MT029316	GII.4	7604	3CLpro	2912	3472	+	orf1_relative
GII	MT029316	GII.4	7604	RdRp	4323	5079	+	inferred_from_region_blast
GII	MT031761	GII.4	7560	VP1	5085	6707	+	genbank
GII	MT031761	GII.4	7560	VP2	6707	7513	+	genbank
GII	MT031761	GII.4	7560	ORF1	5	5104	+	genbank
GII	MT031761	GII.4	7560	p48	5	1330	+	orf1_relative
GII	MT031761	GII.4	7560	NTPase	1331	2095	+	orf1_relative
GII	MT031761	GII.4	7560	p22	2096	2503	+	orf1_relative
GII	MT031761	GII.4	7560	VPg	2504	2911	+	orf1_relative
GII	MT031761	GII.4	7560	3CLpro	2912	3472	+	orf1_relative
GII	MT031761	GII.4	7560	RdRp	4323	5079	+	inferred_from_region_blast
GII	MT031821	GII.4	7560	VP1	5085	6707	+	genbank
GII	MT031821	GII.4	7560	VP2	6707	7513	+	genbank
GII	MT031821	GII.4	7560	ORF1	5	5104	+	genbank
GII	MT031821	GII.4	7560	p48	5	1330	+	orf1_relative
GII	MT031821	GII.4	7560	NTPase	1331	2095	+	orf1_relative
GII	MT031821	GII.4	7560	p22	2096	2503	+	orf1_relative
GII	MT031821	GII.4	7560	VPg	2504	2911	+	orf1_relative
GII	MT031821	GII.4	7560	3CLpro	2912	3472	+	orf1_relative
GII	MT031821	GII.4	7560	RdRp	4323	5079	+	inferred_from_region_blast
GII	MT032004	GII.4	7564	VP1	5085	6707	+	genbank
GII	MT032004	GII.4	7564	VP2	6707	7513	+	genbank
GII	MT032004	GII.4	7564	ORF1	5	5104	+	genbank
GII	MT032004	GII.4	7564	p48	5	1330	+	orf1_relative
GII	MT032004	GII.4	7564	NTPase	1331	2095	+	orf1_relative
GII	MT032004	GII.4	7564	p22	2096	2503	+	orf1_relative
GII	MT032004	GII.4	7564	VPg	2504	2911	+	orf1_relative
GII	MT032004	GII.4	7564	3CLpro	2912	3472	+	orf1_relative
GII	MT032004	GII.4	7564	RdRp	4323	5079	+	inferred_from_region_blast
GII	MT158858	GII.4	7509	VP1	5081	6703	+	genbank
GII	MT158858	GII.4	7509	VP2	6703	7509	+	genbank
GII	MT158858	GII.4	7509	ORF1	1	5100	+	genbank
GII	MT158858	GII.4	7509	p48	1	1326	+	orf1_relative
GII	MT158858	GII.4	7509	NTPase	1327	2091	+	orf1_relative
GII	MT158858	GII.4	7509	p22	2092	2499	+	orf1_relative
GII	MT158858	GII.4	7509	VPg	2500	2907	+	orf1_relative
GII	MT158858	GII.4	7509	3CLpro	2908	3468	+	orf1_relative
GII	MT158858	GII.4	7509	RdRp	4319	5075	+	inferred_from_region_blast
GII	MT158859	GII.4	7509	VP1	5081	6703	+	genbank
GII	MT158859	GII.4	7509	VP2	6703	7509	+	genbank
GII	MT158859	GII.4	7509	ORF1	1	5100	+	genbank
GII	MT158859	GII.4	7509	p48	1	1326	+	orf1_relative
GII	MT158859	GII.4	7509	NTPase	1327	2091	+	orf1_relative
GII	MT158859	GII.4	7509	p22	2092	2499	+	orf1_relative
GII	MT158859	GII.4	7509	VPg	2500	2907	+	orf1_relative
GII	MT158859	GII.4	7509	3CLpro	2908	3468	+	orf1_relative
GII	MT158859	GII.4	7509	RdRp	4319	5075	+	inferred_from_region_blast
GII	MT238666	GII.4	7501	VP1	5073	6695	+	genbank
GII	MT238666	GII.4	7501	VP2	6695	7501	+	genbank
GII	MT238666	GII.4	7501	ORF1	1	5092	+	genbank
GII	MT238666	GII.4	7501	p48	1	1324	+	orf1_relative
GII	MT238666	GII.4	7501	NTPase	1325	2088	+	orf1_relative
GII	MT238666	GII.4	7501	p22	2089	2495	+	orf1_relative
GII	MT238666	GII.4	7501	VPg	2496	2902	+	orf1_relative
GII	MT238666	GII.4	7501	3CLpro	2903	3463	+	orf1_relative
GII	MT238666	GII.4	7501	RdRp	4311	5067	+	inferred_from_region_blast
GII	MT238667	GII.4	7540	VP1	5071	6693	+	genbank
GII	MT238667	GII.4	7540	VP2	6693	7499	+	genbank
GII	MT238667	GII.4	7540	ORF1	1	5090	+	genbank
GII	MT238667	GII.4	7540	p48	1	1323	+	orf1_relative
GII	MT238667	GII.4	7540	NTPase	1324	2087	+	orf1_relative
GII	MT238667	GII.4	7540	p22	2088	2494	+	orf1_relative
GII	MT238667	GII.4	7540	VPg	2495	2901	+	orf1_relative
GII	MT238667	GII.4	7540	3CLpro	2902	3461	+	orf1_relative
GII	MT238667	GII.4	7540	RdRp	4309	5065	+	inferred_from_region_blast
GII	MT238668	GII.4	7556	VP1	5074	6696	+	genbank
GII	MT238668	GII.4	7556	VP2	6696	7502	+	genbank
GII	MT238668	GII.4	7556	ORF1	1	5093	+	genbank
GII	MT238668	GII.4	7556	p48	1	1324	+	orf1_relative
GII	MT238668	GII.4	7556	NTPase	1325	2088	+	orf1_relative
GII	MT238668	GII.4	7556	p22	2089	2496	+	orf1_relative
GII	MT238668	GII.4	7556	VPg	2497	2903	+	orf1_relative
GII	MT238668	GII.4	7556	3CLpro	2904	3463	+	orf1_relative
GII	MT238668	GII.4	7556	RdRp	4312	5068	+	inferred_from_region_blast
GII	MT238670	GII.4	7567	VP1	5077	6699	+	genbank
GII	MT238670	GII.4	7567	VP2	6699	7505	+	genbank
GII	MT238670	GII.4	7567	ORF1	1	5096	+	genbank
GII	MT238670	GII.4	7567	p48	1	1325	+	orf1_relative
GII	MT238670	GII.4	7567	NTPase	1326	2089	+	orf1_relative
GII	MT238670	GII.4	7567	p22	2090	2497	+	orf1_relative
GII	MT238670	GII.4	7567	VPg	2498	2905	+	orf1_relative
GII	MT238670	GII.4	7567	3CLpro	2906	3465	+	orf1_relative
GII	MT238670	GII.4	7567	RdRp	4315	5071	+	inferred_from_region_blast
GII	MT238671	GII.4	7579	VP1	5085	6707	+	genbank
GII	MT238671	GII.4	7579	VP2	6707	7513	+	genbank
GII	MT238671	GII.4	7579	ORF1	5	5104	+	genbank
GII	MT238671	GII.4	7579	p48	5	1330	+	orf1_relative
GII	MT238671	GII.4	7579	NTPase	1331	2095	+	orf1_relative
GII	MT238671	GII.4	7579	p22	2096	2503	+	orf1_relative
GII	MT238671	GII.4	7579	VPg	2504	2911	+	orf1_relative
GII	MT238671	GII.4	7579	3CLpro	2912	3472	+	orf1_relative
GII	MT238671	GII.4	7579	RdRp	4323	5079	+	inferred_from_region_blast
GII	MT238672	GII.4	7568	VP1	5077	6699	+	genbank
GII	MT238672	GII.4	7568	VP2	6699	7505	+	genbank
GII	MT238672	GII.4	7568	ORF1	1	5096	+	genbank
GII	MT238672	GII.4	7568	p48	1	1325	+	orf1_relative
GII	MT238672	GII.4	7568	NTPase	1326	2089	+	orf1_relative
GII	MT238672	GII.4	7568	p22	2090	2497	+	orf1_relative
GII	MT238672	GII.4	7568	VPg	2498	2905	+	orf1_relative
GII	MT238672	GII.4	7568	3CLpro	2906	3465	+	orf1_relative
GII	MT238672	GII.4	7568	RdRp	4315	5071	+	inferred_from_region_blast
GII	MT344179	GII.4	7465	VP1	5037	6659	+	genbank
GII	MT344179	GII.4	7465	VP2	6659	7465	+	genbank
GII	MT344179	GII.4	7465	ORF1	1	5056	+	genbank
GII	MT344179	GII.4	7465	p48	1	1315	+	orf1_relative
GII	MT344179	GII.4	7465	NTPase	1316	2073	+	orf1_relative
GII	MT344179	GII.4	7465	p22	2074	2477	+	orf1_relative
GII	MT344179	GII.4	7465	VPg	2478	2882	+	orf1_relative
GII	MT344179	GII.4	7465	3CLpro	2883	3438	+	orf1_relative
GII	MT344179	GII.4	7465	RdRp	4275	5031	+	inferred_from_region_blast
GII	MT344180	GII.4	7583	VP1	5075	6697	+	genbank
GII	MT344180	GII.4	7583	VP2	6697	7503	+	genbank
